Rang,Departement,Commune,Score,Habitants,territoryLabel
14344,MORBIHAN,LE GUERNO,3.8895829691437047,980,OUEST
14345,SEINE-ET-MARNE,BABY,3.8886711765408211,106,ILE-DE-FRANCE
14346,PYRENEES-ATLANTIQUES,SALIES-DE-BEARN,3.8886412467280103,4628,OUEST
14347,GIRONDE,BAYON-SUR-GIRONDE,3.8884279740787004,727,OUEST
14348,MOSELLE,MERSCHWEILLER,3.8882423943809346,220,EST
14349,AUDE,VILLENEUVE-LES-MONTREAL,3.8882087955969,280,SUD
14350,SOMME,MOYENNEVILLE,3.8881135651723344,714,NORD
14351,MEUSE,BOUCONVILLE-SUR-MADT,3.8880948860262747,117,EST
14352,PYRENEES-ATLANTIQUES,HASPARREN,3.8878812669563185,6699,OUEST
14353,MOSELLE,SCHWERDORFF,3.8876333654635338,473,EST
14354,CHARENTE,COURBILLAC,3.8872400498287067,669,OUEST
14355,CHARENTE-MARITIME,LONZAC,3.8871028188144368,269,OUEST
14356,AIN,LURCY,3.8870578377673768,403,EST
14357,VOSGES,SANDAUCOURT,3.8856902624815874,190,EST
14358,PYRENEES-ATLANTIQUES,BILHERES,3.8853653326616304,183,OUEST
14359,JURA,OUR,3.8850764055872848,138,EST
14360,TARN,PONT-DE-LARN,3.8848817233405426,2948,SUD
14361,VOSGES,LANGLEY,3.8844390547426677,167,EST
14362,FINISTERE,KERSAINT-PLABENNEC,3.8843244688525589,1463,OUEST
14363,VENDEE,FALLERON,3.8842614186565712,1611,OUEST
14364,HAUTE-CORSE,SISCO,3.8841435672615252,943,SUD
14365,SOMME,BRAY-LES-MAREUIL,3.8833625576940323,236,NORD
14366,YONNE,ARMEAU,3.883138356311429,792,EST
14367,NORD,HOLQUE,3.8830207428608938,857,NORD
14368,JURA,MARTIGNA,3.8829565624546776,197,EST
14369,RHONE,MARENNES,3.8823708257023215,1645,EST
14370,MEUSE,VILLERS-LE-SEC,3.8820451995378722,128,EST
14371,FINISTERE,PLONEOUR-LANVERN,3.8817664033882138,6045,OUEST
14372,CHARENTE,GENSAC-LA-PALLUE,3.8813862253293383,1620,OUEST
14373,ILLE-ET-VILAINE,GOVEN,3.8812908098189665,4278,OUEST
14374,HAUTE-GARONNE,GENOS,3.8809965017079762,58,SUD
14375,PYRENEES-ATLANTIQUES,BIELLE,3.8806520969808327,416,OUEST
14376,HAUTE-SAVOIE,VINZIER,3.8805727235056895,832,EST
14377,MARNE,FONTAINE-DENIS-NUISY,3.8804840049399911,244,EST
14378,PYRENEES-ATLANTIQUES,LEDEUIX,3.8803415768884237,1102,OUEST
14379,SOMME,PROUVILLE,3.8798766726659921,298,NORD
14380,DROME,CLERIEUX,3.8791316576542125,2047,EST
14381,AIN,BENONCES,3.879053965968609,276,EST
14382,SOMME,LANCHERES,3.8786481480730162,937,NORD
14383,CANTAL,LAROQUEBROU,3.8786025639921426,728,EST
14384,GARD,BEZ-ET-ESPARON,3.8780643491591693,336,SUD
14385,COTE-D'OR,QUINCY-LE-VICOMTE,3.8780276992060339,206,EST
14386,HAUTE-SAONE,FAUCOGNEY-ET-LA-MER,3.877500835918005,503,EST
14387,MEURTHE-ET-MOSELLE,LEINTREY,3.8769690184958372,144,EST
14388,DOUBS,RUREY,3.8767082458897195,333,EST
14389,PYRENEES-ATLANTIQUES,ARBUS,3.8766453663941749,1278,OUEST
14390,COTE-D'OR,BOUIX,3.8765251717205023,159,EST
14391,HAUTE-MARNE,CHAUMONT-LA-VILLE,3.876300630029216,115,EST
14392,EURE-ET-LOIR,LES PINTHIERES,3.8760585483798913,168,OUEST
14393,ESSONNE,SAINT-SULPICE-DE-FAVIERES,3.8758625320611526,298,ILE-DE-FRANCE
14394,INDRE,COINGS,3.8756309942149025,894,OUEST
14395,PAS-DE-CALAIS,BERLES-MONCHEL,3.8753642034349221,492,NORD
14396,CORREZE,USSAC,3.875255613084378,4326,OUEST
14397,HAUTE-MARNE,MAGNEUX,3.8750072573264891,184,EST
14398,TARN-ET-GARONNE,MONTBARTIER,3.8739481762043231,1286,SUD
14399,VOSGES,BOCQUEGNEY,3.8738184388285721,144,EST
14400,CHARENTE,SAINT-SATURNIN,3.8735185813527155,1305,OUEST
14401,VENDEE,COMMEQUIERS,3.8734825719794457,3443,OUEST
14402,ALPES-MARITIMES,COURSEGOULES,3.8730010109164317,505,SUD
14403,MEURTHE-ET-MOSELLE,BEUVEZIN,3.8725729602431787,109,EST
14404,PYRENEES-ORIENTALES,FINESTRET,3.8719843834673839,183,SUD
14405,MEURTHE-ET-MOSELLE,PUXE,3.8714585015647334,120,EST
14406,ALPES-MARITIMES,LIEUCHE,3.8709996416641514,42,SUD
14407,HAUTE-MARNE,VRAINCOURT,3.8706238972697671,92,EST
14408,COTE-D'OR,BILLEY,3.8702399066379449,246,EST
14409,AUDE,CUXAC-CABARDES,3.870214374425839,771,SUD
14410,YONNE,VENIZY,3.8693315226990772,935,EST
14411,MAINE-ET-LOIRE,BOURG-L'EVEQUE,3.8691913764734571,256,OUEST
14412,HAUTE-SAVOIE,ALEX,3.8690990064862216,1104,EST
14413,AUDE,ALET-LES-BAINS,3.8690003786267519,401,SUD
14414,AISNE,CUISY-EN-ALMONT,3.8688158070529446,374,NORD
14415,COTE-D'OR,SAINT-NICOLAS-LES-CITEAUX,3.8687187140533568,421,EST
14416,HAUTE-SAONE,SORANS-LES-BREUREY,3.8683918705097176,443,EST
14417,GIRONDE,CABANAC-ET-VILLAGRAINS,3.8682008693843954,2398,OUEST
14418,HAUTE-LOIRE,BEAUZAC,3.8676515194796215,2943,EST
14419,PYRENEES-ORIENTALES,PORTE-PUYMORENS,3.8675570434418769,110,SUD
14420,MARNE,SAINT-REMY-SUR-BUSSY,3.8674773384785843,354,EST
14421,MAYENNE,COUDRAY,3.867424579523036,877,OUEST
14422,CORSE-DU-SUD,APPIETTO,3.8671516592746773,1558,SUD
14423,DEUX-SEVRES,CHERVEUX,3.8669305526169353,1839,OUEST
14424,SAONE-ET-LOIRE,ETANG-SUR-ARROUX,3.8668868664492009,1714,EST
14425,ILLE-ET-VILAINE,SAINT-PERE,3.8668232691265052,2289,OUEST
14426,PAS-DE-CALAIS,GRAND-RULLECOURT,3.8667897891116305,396,NORD
14427,DEUX-SEVRES,JUSCORPS,3.8666195980356504,382,OUEST
14428,PUY-DE-DOME,CLEMENSAT,3.8664290234564511,123,EST
14429,MOSELLE,HASPELSCHIEDT,3.8657417531479652,333,EST
14430,MOSELLE,BURLIONCOURT,3.8652060870947045,139,EST
14431,SEINE-MARITIME,OURVILLE-EN-CAUX,3.8651352399637866,1136,NORD
14432,BOUCHES-DU-RHONE,JOUQUES,3.8649734475652804,4433,SUD
14433,MARNE,HAUTEVILLE,3.8645890638155422,251,EST
14434,LOIR-ET-CHER,SOUESMES,3.8640904395647158,1070,OUEST
14435,AUDE,EMBRES-ET-CASTELMAURE,3.8640502320293235,133,SUD
14436,SEINE-MARITIME,SAINTE-HELENE-BONDEVILLE,3.8633897009002354,730,NORD
14437,CHARENTE-MARITIME,BLANZAC-LES-MATHA,3.8633127985940705,312,OUEST
14438,CHARENTE-MARITIME,FONTENET,3.8631719121256114,395,OUEST
14439,HAUTE-SAONE,VILLEFRANCON,3.8623508275172238,139,EST
14440,VOSGES,XONRUPT-LONGEMER,3.8623363037473033,1602,EST
14441,VOSGES,AVRAINVILLE,3.8623128738087584,117,EST
14442,SOMME,BOISMONT,3.8621525440465829,493,NORD
14443,MEURTHE-ET-MOSELLE,FROVILLE,3.8621118968125794,113,EST
14444,ARDECHE,CHAUZON,3.8618758195261416,363,EST
14445,ARDENNES,TOURNAVAUX,3.8618717340327353,240,EST
14446,AIN,MARIGNIEU,3.8615390443984383,157,EST
14447,MEUSE,RAIVAL,3.8607540406183696,272,EST
14448,DOUBS,VILLERS-SOUS-CHALAMONT,3.8603082743120458,299,EST
14449,PAS-DE-CALAIS,SALPERWICK,3.8601388770843403,524,NORD
14450,AUBE,LAUBRESSEL,3.8600168834811361,546,EST
14451,EURE-ET-LOIR,SAINT-JEAN-DE-REBERVILLIERS,3.860002961409684,265,OUEST
14452,INDRE-ET-LOIRE,CHEILLE,3.8598131342561635,1825,OUEST
14453,COTES-D'ARMOR,LANDEBIA,3.8595057220878988,476,OUEST
14454,LOZERE,BRENOUX,3.8591208915719295,383,SUD
14455,AUBE,BAGNEUX-LA-FOSSE,3.8589323706512353,173,EST
14456,HAUTE-SAONE,BETONCOURT-LES-BROTTE,3.8588800889940567,108,EST
14457,EURE,FRESNEY,3.8588475640380806,329,NORD
14458,SAONE-ET-LOIRE,PERRECY-LES-FORGES,3.8585210148335909,1668,EST
14459,TARN,SAINT-AFFRIQUE-LES-MONTAGNES,3.8584356155948005,785,SUD
14460,YONNE,JAULGES,3.8583806917616412,440,EST
14461,MOSELLE,OBERVISSE,3.8583692636463587,163,EST
14462,VENDEE,MONTREUIL,3.8580611256248583,806,OUEST
14463,CORSE-DU-SUD,ZICAVO,3.8577082417753377,178,SUD
14464,HAUTE-SAONE,SEVEUX,3.8574403356519529,493,EST
14465,VAUCLUSE,MIRABEAU,3.8573995651410846,1276,SUD
14466,MEUSE,BREUX,3.8566918608537923,230,EST
14467,MOSELLE,VASPERVILLER,3.8560376659567286,324,EST
14468,LOIRE-ATLANTIQUE,LEGE,3.8558313126393777,4451,OUEST
14469,MOSELLE,MUNSTER,3.85570092650185,230,EST
14470,CALVADOS,EQUEMAUVILLE,3.8556744667623715,1154,NORD
14471,PAS-DE-CALAIS,BUS,3.8555988593146613,130,NORD
14472,YONNE,FULVY,3.8554874008968616,125,EST
14473,AUBE,RIGNY-LA-NONNEUSE,3.85546306394626,173,EST
14474,GIRONDE,MAZION,3.8552129882235082,514,OUEST
14475,HAUTE-MARNE,VILLE-EN-BLAISOIS,3.8550022242684032,157,EST
14476,PAS-DE-CALAIS,WISQUES,3.8549140914109512,196,NORD
14477,LOIRE-ATLANTIQUE,LE LANDREAU,3.8548554140115074,2934,OUEST
14478,GARD,SUMENE,3.8547244379906558,1566,SUD
14479,ILLE-ET-VILAINE,PLEUGUENEUC,3.8545280991947659,1820,OUEST
14480,SOMME,LA FALOISE,3.8543607778030835,226,NORD
14481,INDRE-ET-LOIRE,CHISSEAUX,3.8540294178460384,580,OUEST
14482,PYRENEES-ORIENTALES,LANSAC,3.8539871164540926,83,SUD
14483,HAUTE-SAONE,BOULIGNEY,3.8539806630804203,429,EST
14484,HAUTE-GARONNE,COULADERE,3.8537922144840979,438,SUD
14485,FINISTERE,GOUESNACH,3.8537750967208515,2834,OUEST
14486,EURE,AVRILLY,3.8537743118344809,1356,NORD
14487,MEUSE,NEUVILLE-LES-VAUCOULEURS,3.8536037613497931,183,EST
14488,HAUTE-LOIRE,LOUDES,3.8536027930765013,889,EST
14489,HAUT-RHIN,LAPOUTROIE,3.8535489566447452,1853,EST
14490,VENDEE,MAILLE,3.8535235166570048,760,OUEST
14491,INDRE-ET-LOIRE,SAINTE-CATHERINE-DE-FIERBOIS,3.8531444566406834,743,OUEST
14492,ISERE,SAINT-CHEF,3.8527824608166323,3607,EST
14493,SOMME,MARQUAIX,3.852517133428599,206,NORD
14494,BAS-RHIN,WALDERSBACH,3.8524732408663396,147,EST
14495,COTE-D'OR,ETROCHEY,3.8524091848541935,173,EST
14496,ILLE-ET-VILAINE,SAINT-DIDIER,3.852090024307425,2009,OUEST
14497,GARD,MAURESSARGUES,3.8519697307204774,158,SUD
14498,MEUSE,LUZY-SAINT-MARTIN,3.8518970391089233,107,EST
14499,JURA,VANNOZ,3.8515504573944481,198,EST
14500,FINISTERE,CLOHARS-CARNOET,3.8514719669259319,4670,OUEST
14501,HAUTE-SAONE,SAINT-BARTHELEMY,3.8514055922883266,1138,EST
14502,JURA,RUFFEY-SUR-SEILLE,3.8512188465612378,735,EST
14503,AIN,ASNIERES-SUR-SAONE,3.8510584505591323,78,EST
14504,ISERE,SAINT-MARCEL-BEL-ACCUEIL,3.850898630192428,1465,EST
14505,OISE,LABERLIERE,3.8503613216654586,205,NORD
14506,PYRENEES-ORIENTALES,ESTAVAR,3.8502342152129958,459,SUD
14507,EURE-ET-LOIR,VITRAY-EN-BEAUCE,3.8502137952566162,362,OUEST
14508,COTE-D'OR,CHAILLY-SUR-ARMANCON,3.850187677089568,259,EST
14509,INDRE,VINEUIL,3.84976836900622,1213,OUEST
14510,NORD,BAVINCHOVE,3.8495515520632004,948,NORD
14511,AVEYRON,VALADY,3.8495092758380145,1581,SUD
14512,PAS-DE-CALAIS,LEULINGHEN-BERNES,3.8494288781221093,416,NORD
14513,HAUTE-LOIRE,CHILHAC,3.84934912592525,207,EST
14514,EURE,HEUDICOURT,3.8493398185305869,622,NORD
14515,MOSELLE,LANDANGE,3.8493300232175147,245,EST
14516,HAUTES-PYRENEES,TRIE-SUR-BAISE,3.8491059244917318,966,SUD
14517,EURE-ET-LOIR,CHUISNES,3.8487989301310677,1161,OUEST
14518,FINISTERE,LANILDUT,3.84852579760987,1000,OUEST
14519,SAONE-ET-LOIRE,GERMAGNY,3.8482415789080582,190,EST
14520,HAUTE-SAONE,VOUGECOURT,3.8477491292184784,157,EST
14521,LOIRET,AULNAY-LA-RIVIERE,3.8470438833510379,539,OUEST
14522,SOMME,HORNOY-LE-BOURG,3.8467570295820463,1617,NORD
14523,HAUTE-MARNE,ILLOUD,3.8465293082786256,218,EST
14524,AUBE,BLAINCOURT-SUR-AUBE,3.8465136191471139,107,EST
14525,CHARENTE,LA ROCHETTE,3.8462280993492284,509,OUEST
14526,HAUTE-MARNE,PLESNOY,3.8461284489705547,117,EST
14527,MEURTHE-ET-MOSELLE,LANDECOURT,3.8460194586229091,95,EST
14528,AISNE,ANNOIS,3.8457000503123844,363,NORD
14529,SEINE-MARITIME,LES GRANDES-VENTES,3.8455796762812295,1754,NORD
14530,BAS-RHIN,TIEFFENBACH,3.8453430786895382,258,EST
14531,MOSELLE,BETTVILLER,3.8443982455832111,861,EST
14532,SOMME,LALEU,3.8435898378725342,107,NORD
14533,AISNE,MONTGOBERT,3.8433217458244076,203,NORD
14534,MEUSE,MONTIGNY-LES-VAUCOULEURS,3.8431789912015395,73,EST
14535,MOSELLE,MULCEY,3.8431057841844205,232,EST
14536,ESSONNE,CHAUFFOUR-LES-ETRECHY,3.842929662618106,121,ILE-DE-FRANCE
14537,SEINE-ET-MARNE,DOUE,3.8427428722172228,1066,ILE-DE-FRANCE
14538,SEINE-MARITIME,ECRETTEVILLE-SUR-MER,3.842723108078224,164,NORD
14539,AUDE,VILLAR-SAINT-ANSELME,3.8426040210354322,109,SUD
14540,CANTAL,SANSAC-DE-MARMIESSE,3.8424857098135909,1360,EST
14541,VAUCLUSE,CABRIERES-D'AVIGNON,3.842484402512186,1847,SUD
14542,HAUTE-SAONE,HUGIER,3.8424294157986592,130,EST
14543,DEUX-SEVRES,SAINT-MARTIN-DE-SAINT-MAIXENT,3.8421959493838265,1090,OUEST
14544,FINISTERE,PLOUARZEL,3.8421896455300546,3846,OUEST
14545,DOUBS,SOYE,3.8417672403856207,389,EST
14546,VOSGES,BEAUFREMONT,3.8417147582577518,87,EST
14547,SOMME,LA VICOGNE,3.841690437221728,249,NORD
14548,SAVOIE,BONVILLARD,3.8414861299260767,349,EST
14549,CHARENTE,MOUTHIERS-SUR-BOEME,3.8410567111856553,2466,OUEST
14550,LOIRE-ATLANTIQUE,SAINT-HILAIRE-DE-CHALEONS,3.8403355910875576,2226,OUEST
14551,LOIRE,LA TOURETTE,3.8399042681098972,611,EST
14552,HAUTE-MARNE,ESNOUVEAUX,3.8399041555887123,313,EST
14553,OISE,MONTS,3.8394851407865964,181,NORD
14554,HAUTE-SAONE,MONTOT,3.8390261521642084,133,EST
14555,COTE-D'OR,BLIGNY-LE-SEC,3.838558714475591,154,EST
14556,VENDEE,LE CHAMP-SAINT-PERE,3.8384685237336491,1802,OUEST
14557,SOMME,DROMESNIL,3.8383910210964043,102,NORD
14558,VAR,LE PLAN-DE-LA-TOUR,3.8378088657770149,3154,SUD
14559,DEUX-SEVRES,PERIGNE,3.8377985422752938,1065,OUEST
14560,LANDES,PONTONX-SUR-L'ADOUR,3.8377770098318811,2727,OUEST
14561,SOMME,AUBVILLERS,3.8376100017945025,135,NORD
14562,HAUTES-ALPES,SAINT-CREPIN,3.8372613928978145,716,SUD
14563,SEINE-ET-MARNE,BUTHIERS,3.8367451532805155,789,ILE-DE-FRANCE
14564,AUDE,GALINAGUES,3.8365212464187266,27,SUD
14565,SEINE-ET-MARNE,SAINT-REMY-LA-VANNE,3.83647809906705,958,ILE-DE-FRANCE
14566,PYRENEES-ATLANTIQUES,BIRIATOU,3.8363219902380332,1191,OUEST
14567,MOSELLE,VIBERSVILLER,3.8359770389944088,463,EST
14568,AISNE,REGNY,3.8359138136896922,215,NORD
14569,SAONE-ET-LOIRE,CIRY-LE-NOBLE,3.835814088434816,2369,EST
14570,COTES-D'ARMOR,BRUSVILY,3.8353572869051691,1199,OUEST
14571,YONNE,SAINT-MAURICE-THIZOUAILLE,3.8349750858349512,247,EST
14572,MOSELLE,HARAUCOURT-SUR-SEILLE,3.8348419604348902,106,EST
14573,ISERE,MORAS,3.8348032982794265,525,EST
14574,ARDENNES,HERPY-L'ARLESIENNE,3.8344948500844924,199,EST
14575,OISE,ETAVIGNY,3.8343282607334537,151,NORD
14576,AUBE,ASSENCIERES,3.8343016799052174,191,EST
14577,HAUT-RHIN,LABAROCHE,3.8342625438169313,2222,EST
14578,LOIRET,LEOUVILLE,3.8342401965344433,86,OUEST
14579,ISERE,TRAMOLE,3.8340200696993465,776,EST
14580,HAUTE-SAONE,POYANS,3.8337667759646687,144,EST
14581,AUDE,VILLEROUGE-TERMENES,3.8337529409128681,145,SUD
14582,VAL-D'OISE,BREANCON,3.8336381637060226,382,ILE-DE-FRANCE
14583,AUBE,LA FOSSE-CORDUAN,3.8335387716013112,216,EST
14584,HAUTE-LOIRE,CRAPONNE-SUR-ARZON,3.8332755859723986,1821,EST
14585,LOT,GLANES,3.8332489207987277,293,SUD
14586,ALPES-DE-HAUTE-PROVENCE,AUBIGNOSC,3.832679259793438,577,SUD
14587,CHER,VIGNOUX-SUR-BARANGEON,3.8326484156980092,2202,OUEST
14588,CALVADOS,EPANEY,3.8319187740176055,526,NORD
14589,HAUTE-GARONNE,POUBEAU,3.8319090668626279,63,SUD
14590,OISE,POUILLY,3.8317935144847235,149,NORD
14591,LOIRET,POILLY-LEZ-GIEN,3.8312580177751978,2499,OUEST
14592,HAUTES-ALPES,ANCELLE,3.8311773475788362,893,SUD
14593,EURE,CHENNEBRUN,3.8310897005737288,74,NORD
14594,OISE,BRETIGNY,3.8310272383518154,426,NORD
14595,VAUCLUSE,MALAUCENE,3.8306890681230996,2789,SUD
14596,OISE,CRAPEAUMESNIL,3.8304753208850344,201,NORD
14597,ILLE-ET-VILAINE,SAINTE-MARIE,3.8301801773241491,2307,OUEST
14598,DROME,ESPELUCHE,3.8294194955760239,1087,EST
14599,TARN-ET-GARONNE,POMPIGNAN,3.8293893963560395,1421,SUD
14600,COTE-D'OR,MONTHELIE,3.8291811587934137,150,EST
14601,OISE,BROMBOS,3.8289814296399802,253,NORD
14602,MARNE,BUSSY-LETTREE,3.8284379076984867,327,EST
14603,MOSELLE,SAINT-EPVRE,3.8276644324591134,120,EST
14604,CHARENTE,AUSSAC-VADALLE,3.8276599460941227,517,OUEST
14605,HAUTE-GARONNE,ARGUT-DESSOUS,3.8272765479969295,26,SUD
14606,AISNE,CILLY,3.8269802117707181,196,NORD
14607,GARD,CARNAS,3.82690356650317,474,SUD
14608,MEURTHE-ET-MOSELLE,LANFROICOURT,3.8266289793627761,127,EST
14609,ARDENNES,OCHES,3.8265003780093636,43,EST
14610,MEUSE,VILLERS-AUX-VENTS,3.8264596101992439,136,EST
14611,VIENNE,ROUILLE,3.8261019097713809,2442,OUEST
14612,HAUTE-GARONNE,RIEUX-VOLVESTRE,3.826071845821414,2562,SUD
14613,YVELINES,SAINT-MARTIN-DE-BRETHENCOURT,3.8260542125418753,702,ILE-DE-FRANCE
14614,COTE-D'OR,CHARMES,3.825932936020477,132,EST
14615,BAS-RHIN,ASSWILLER,3.8258792143928284,277,EST
14616,COTE-D'OR,TROCHERES,3.825781453789646,170,EST
14617,GIRONDE,ARVEYRES,3.8249713923976234,1970,OUEST
14618,COTE-D'OR,ETAULES,3.8242304916831817,279,EST
14619,MEURTHE-ET-MOSELLE,FLIN,3.8234341702108217,392,EST
14620,INDRE-ET-LOIRE,FRANCUEIL,3.8232561752061218,1428,OUEST
14621,EURE,SAINTE-COLOMBE-PRES-VERNON,3.8231603784038026,321,NORD
14622,DOUBS,LAVANS-VUILLAFANS,3.8227712138025969,248,EST
14623,HAUTES-PYRENEES,BORDERES-LOURON,3.8224343643991352,142,SUD
14624,SAONE-ET-LOIRE,MILLY-LAMARTINE,3.8223378301611661,369,EST
14625,HAUTE-SAVOIE,DINGY-SAINT-CLAIR,3.8223035017900773,1471,EST
14626,VOSGES,MORIZECOURT,3.8222601133992335,107,EST
14627,SOMME,NEUVILLE-AU-BOIS,3.8219219748740341,160,NORD
14628,JURA,CHAUX-DES-CROTENAY,3.8219007690750288,396,EST
14629,EURE-ET-LOIR,MOUTIERS,3.8218497343128286,265,OUEST
14630,VENDEE,LE BOUPERE,3.8216644671641133,3120,OUEST
14631,HAUTE-SAONE,FONDREMAND,3.82153210199238,195,EST
14632,HAUTE-SAONE,AUXON,3.821463937503875,432,EST
14633,VOSGES,GUGNEY-AUX-AULX,3.8213787733081417,167,EST
14634,MEURTHE-ET-MOSELLE,BRATTE,3.8213422654972966,45,EST
14635,RHONE,SAINT-GENIS-L'ARGENTIERE,3.8213096632538019,979,EST
14636,YVELINES,LOMMOYE,3.8209522097437434,671,ILE-DE-FRANCE
14637,AISNE,LE HERIE-LA-VIEVILLE,3.8205620013357162,209,NORD
14638,NORD,BERSILLIES,3.8203508534264565,241,NORD
14639,EURE-ET-LOIR,SOREL-MOUSSEL,3.8202640927551816,1829,OUEST
14640,AUDE,NIORT-DE-SAULT,3.8200660715804817,35,SUD
14641,VOSGES,GREUX,3.8200433043910356,157,EST
14642,MOSELLE,FOULCREY,3.81980623722885,175,EST
14643,OISE,BLARGIES,3.8196349991942165,528,NORD
14644,ARDENNES,AUTRECOURT-ET-POURRON,3.8191785852950542,351,EST
14645,DOUBS,VELLEVANS,3.8186410858044906,241,EST
14646,MEUSE,ERIZE-SAINT-DIZIER,3.8184580999841242,200,EST
14647,MANCHE,BREVILLE-SUR-MER,3.8182205344731659,854,NORD
14648,HAUTE-SAONE,GEVIGNEY-ET-MERCEY,3.8180852565420178,451,EST
14649,JURA,LAVANGEOT,3.8180214050947376,131,EST
14650,NIEVRE,CERCY-LA-TOUR,3.8179387358237662,1719,EST
14651,SAONE-ET-LOIRE,PARIS-L'HOPITAL,3.8179331590896126,295,EST
14652,LOIRET,MIGNERETTE,3.8177176948605669,390,OUEST
14653,DEUX-SEVRES,FONTENILLE-SAINT-MARTIN-D'ENTRAIGUES,3.8175762855870454,542,OUEST
14654,LOIRE-ATLANTIQUE,MESQUER,3.8175427759618157,2185,OUEST
14655,COTE-D'OR,SAINTE-SABINE,3.8172971832969238,165,EST
14656,HAUTE-MARNE,VILLEGUSIEN-LE-LAC,3.8172069855311177,1084,EST
14657,LOIRET,TIGY,3.817019925074657,2354,OUEST
14658,HAUTE-MARNE,MARNAY-SUR-MARNE,3.8169305449471671,335,EST
14659,MOSELLE,CONTHIL,3.8168276707337987,166,EST
14660,MOSELLE,MAIZIERES-LES-VIC,3.816226249465092,483,EST
14661,ISERE,ROCHE,3.8160749977784967,2011,EST
14662,INDRE-ET-LOIRE,ATHEE-SUR-CHER,3.8151086840263271,2737,OUEST
14663,HAUTE-SAVOIE,BASSY,3.8150315960164556,447,EST
14664,EURE-ET-LOIR,LA CHAPELLE-D'AUNAINVILLE,3.8147490413791649,282,OUEST
14665,AISNE,BRUMETZ,3.8146096408765082,193,NORD
14666,NORD,BEUGNIES,3.8144163795554316,580,NORD
14667,SEINE-MARITIME,MEULERS,3.8142660278932587,571,NORD
14668,SOMME,GEZAINCOURT,3.8142231242860127,370,NORD
14669,COTE-D'OR,CERILLY,3.814005150674233,250,EST
14670,HAUTE-GARONNE,ESTENOS,3.8138270972162522,187,SUD
14671,BOUCHES-DU-RHONE,PUYLOUBIER,3.8137816758410206,1601,SUD
14672,YONNE,ROUSSON,3.8130343586857194,422,EST
14673,MAINE-ET-LOIRE,DURTAL,3.81297615178995,3444,OUEST
14674,INDRE-ET-LOIRE,CERELLES,3.8129576140793562,1262,OUEST
14675,HAUTE-SAONE,CLAIREGOUTTE,3.8129558744197705,364,EST
14676,AUDE,VILLEDUBERT,3.8127688189807181,337,SUD
14677,GIRONDE,AVENSAN,3.8126771954248957,2953,OUEST
14678,AISNE,VAUCELLES-ET-BEFFECOURT,3.812606652632696,265,NORD
14679,HAUTE-GARONNE,VIEILLEVIGNE,3.812121167728602,350,SUD
14680,INDRE,ECUEILLE,3.8120121374441238,1189,OUEST
14681,LOIRET,LA CHAPELLE-ONZERAIN,3.8119555768918048,123,OUEST
14682,ARDENNES,BUZANCY,3.8119295594038936,341,EST
14683,AIN,BRENS,3.811783613010125,1206,EST
14684,HAUTES-PYRENEES,OSSEN,3.8116996549287978,231,SUD
14685,MEURTHE-ET-MOSELLE,BRALLEVILLE,3.811688990242438,185,EST
14686,SAONE-ET-LOIRE,SAMPIGNY-LES-MARANGES,3.8114940267892248,133,EST
14687,LOIR-ET-CHER,DROUE,3.8114423883432349,975,OUEST
14688,HAUTE-SAONE,BETAUCOURT,3.8114354295668957,153,EST
14689,SAVOIE,SAINT-GENIX-SUR-GUIERS,3.8112895465043208,2965,EST
14690,AISNE,PROVISEUX-ET-PLESNOY,3.8107566836444211,122,NORD
14691,VENDEE,LA CHAPELLE-PALLUAU,3.810684583432,978,OUEST
14692,INDRE-ET-LOIRE,PERNAY,3.8104104718095857,1321,OUEST
14693,MEUSE,AUTRECOURT-SUR-AIRE,3.8101439802813508,120,EST
14694,MORBIHAN,LE TOUR-DU-PARC,3.8094769253134713,1228,OUEST
14695,GIRONDE,LES EGLISOTTES-ET-CHALAURES,3.8094206039220371,1980,OUEST
14696,INDRE-ET-LOIRE,NOIZAY,3.8089191458688196,1198,OUEST
14697,MEUSE,THONNELLE,3.8080511442240841,135,EST
14698,SOMME,HERLEVILLE,3.8078910983416239,183,NORD
14699,CHARENTE-MARITIME,LE CHAY,3.8077728575886414,792,OUEST
14700,GIRONDE,SAINT-SAVIN,3.8076956007575884,3209,OUEST
14701,EURE,FARCEAUX,3.8076854059796026,343,NORD
14702,HAUTE-SAVOIE,MARCELLAZ-ALBANAIS,3.8071549985971416,1953,EST
14703,VENDEE,LE TABLIER,3.80704927230062,722,OUEST
14704,LOIRET,SAINT-MARTIN-SUR-OCRE,3.80689768882605,1266,OUEST
14705,ISERE,L'ALBENC,3.8065302845899325,1312,EST
14706,VENDEE,MOUILLERON-EN-PAREDS,3.8063000187755529,1734,OUEST
14707,SEINE-ET-MARNE,MONTCEAUX-LES-PROVINS,3.8061901120363677,318,ILE-DE-FRANCE
14708,ARIEGE,MAUVEZIN-DE-PRAT,3.805748069101377,88,SUD
14709,VIENNE,ASLONNES,3.8055430989015462,1121,OUEST
14710,CHARENTE,ASNIERES-SUR-NOUERE,3.8049615567084731,1242,OUEST
14711,COTE-D'OR,ECHANNAY,3.804887843465218,131,EST
14712,EURE-ET-LOIR,SAINT-LAURENT-LA-GATINE,3.8047347995830521,441,OUEST
14713,FINISTERE,MOELAN-SUR-MER,3.8042841585651765,7101,OUEST
14714,MORBIHAN,NOSTANG,3.804067842006948,1579,OUEST
